user_id,item_id,rating,timestamp
u13,i229,4,882397650
u298,i486,3,884183063
u235,i185,4,889655435
u62,i712,4,879376178
u246,i94,2,884923505
u54,i742,5,880934806
u63,i762,3,875747688
u11,i732,3,891904596
u92,i168,4,875653723
u8,i550,3,879362356
u307,i174,4,879283480
u303,i200,4,879468459
u256,i849,2,882164603
u72,i54,3,880036854
u164,i406,2,889402389
u117,i150,4,880125101
u224,i77,4,888103872
u193,i869,3,889127811
u94,i184,2,891720862
u281,i338,2,881200457
u130,i109,3,874953794
u128,i371,1,879966954
u94,i720,1,891723593
u182,i845,3,885613067
u129,i873,1,883245452
u254,i229,4,886474580
u64,i381,4,879365491
u151,i176,2,879524293
u45,i25,4,881014015
u193,i879,3,889123257
u276,i922,4,889174849
u276,i57,3,874787526
u234,i187,4,892079140
u181,i306,1,878962006
u21,i370,1,874951293
u293,i249,3,888905229
u264,i721,5,886123656
u10,i611,5,877886722
u197,i346,3,891409070
u276,i142,3,874792945
u308,i427,4,887736584
u221,i943,4,875246759
u131,i126,4,883681514
u268,i824,2,876518557
u109,i8,3,880572642
u198,i58,3,884208173
u230,i680,4,880484286
u181,i741,1,878962918
u192,i1061,4,881368891
u234,i448,3,892335501
u90,i900,4,891382309
u193,i941,4,889124890
u128,i603,5,879966839
u126,i905,2,887855283
u244,i265,4,880606634
u90,i289,3,891382310
u157,i25,3,886890787
u305,i71,3,886323684
u119,i382,5,874781742
u21,i222,2,874951382
u231,i181,4,888605273
u280,i508,3,891700453
u288,i132,3,886374129
u279,i1497,2,890780576
u301,i33,4,882078228
u72,i699,3,880036783
u90,i259,2,891382392
u308,i55,3,887738760
u59,i742,3,888203053
u94,i744,4,891721462
u130,i642,4,875216933
u26,i1015,3,891352136
u56,i121,5,892679480
u82,i508,2,884714249
u62,i12,4,879373613
u276,i40,3,874791871
u181,i1015,1,878963121
u152,i301,3,880147407
u178,i845,4,882824291
u217,i597,4,889070087
u79,i303,4,891271203
u138,i484,4,879024127
u308,i81,5,887737293
u75,i284,2,884050393
u269,i198,4,891447062
u307,i94,3,877122695
u222,i781,3,881059677
u121,i740,3,891390544
u269,i22,1,891448072
u13,i864,4,882141924
u230,i742,5,880485043
u269,i507,4,891448800
u239,i1099,5,889179253
u245,i1028,5,888513447
u56,i546,3,892679460
u295,i961,5,879519556
u271,i1028,2,885848102
u222,i812,2,881059117
u69,i240,3,882126156
u10,i7,4,877892210
u22,i376,3,878887112
u294,i931,3,889242857
u82,i717,1,884714492
u279,i399,4,875313859
u269,i234,1,891449406
u6,i98,5,883600680
u243,i1039,4,879988184
u298,i181,4,884125629
u282,i325,1,881703044
u78,i323,1,879633567
u118,i200,5,875384647
u283,i1114,5,879297545
u171,i292,4,891034835
u70,i217,4,884151119
u10,i100,5,877891747
u245,i181,4,888513664
u107,i333,3,891264267
u246,i561,1,884923445
u13,i901,1,883670672
u276,i70,4,874790826
u244,i17,2,880607205
u189,i56,5,893265263
u226,i242,5,883888671
u62,i1016,4,879373008
u276,i417,4,874792907
u214,i478,4,891544052
u306,i235,4,876504354
u222,i26,3,878183043
u280,i631,5,891700751
u60,i430,5,883326122
u56,i71,4,892683275
u42,i274,5,881105817
u1,i202,5,875072442
u13,i809,4,882397582
u173,i289,4,877556988
u15,i749,1,879455311
u185,i23,4,883524249
u280,i540,3,891702304
u244,i381,4,880604077
u150,i293,4,878746946
u7,i497,4,891352134
u178,i317,4,882826915
u178,i742,3,882823833
u95,i1217,3,880572658
u234,i1462,3,892333865
u97,i222,5,884238887
u109,i127,2,880563471
u117,i268,5,880124306
u269,i705,2,891448850
u130,i1246,3,876252497
u264,i655,4,886123530
u207,i13,3,875506839
u42,i588,5,881108147
u246,i409,2,884923372
u87,i367,4,879876702
u101,i304,3,877135677
u256,i127,4,882164406
u92,i794,3,875654798
u181,i762,2,878963418
u213,i235,1,878955115
u92,i739,2,876175582
u292,i661,5,881105561
u246,i665,4,884922831
u274,i845,5,878945579
u188,i692,5,875072583
u18,i86,4,880129731
u5,i439,1,878844423
u236,i632,3,890116254
u193,i407,4,889127921
u144,i709,4,888105940
u90,i1198,5,891383866
u48,i609,4,879434819
u5,i225,2,875635723
u22,i128,5,878887983
u311,i432,4,884365485
u8,i22,5,879362183
u276,i188,4,874792547
u222,i173,5,878183043
u72,i866,4,880035887
u299,i134,4,878192311
u1,i171,5,889751711
u308,i295,3,887741461
u165,i216,4,879525778
u222,i49,3,878183512
u181,i121,4,878962623
u200,i11,5,884129542
u234,i626,4,892336358
u244,i707,4,880606243
u90,i25,5,891384789
u208,i216,5,883108324
u263,i96,4,891298336
u134,i323,4,891732335
u279,i586,4,892864663
u2,i292,4,888550774
u288,i593,2,886892127
u49,i302,4,888065432
u286,i153,5,877531406
u205,i304,3,888284313
u22,i80,4,878887227
u234,i318,4,892078890
u223,i328,3,891548959
u15,i25,3,879456204
u268,i147,4,876514002
u94,i1220,3,891722678
u274,i405,4,878945840
u7,i492,5,891352010
u268,i217,2,875744501
u16,i55,5,877717956
u164,i620,3,889402298
u290,i161,4,880474293
u92,i515,4,875640800
u239,i1070,5,889179032
u56,i449,5,892679308
u248,i234,4,884534968
u234,i10,3,891227851
u280,i1049,2,891702486
u308,i187,5,887738760
u276,i64,5,874787441
u192,i948,3,881368302
u122,i509,4,879270511
u85,i588,3,880838306
u262,i931,2,879790874
u201,i272,3,886013700
u181,i870,2,878962623
u295,i739,4,879518319
u263,i568,4,891299387
u295,i39,4,879518279
u201,i1100,4,884112800
u93,i820,3,888705966
u159,i1028,5,880557539
u158,i665,2,880134532
u293,i423,3,888906070
u82,i597,3,878768882
u276,i181,5,874786488
u13,i823,5,882397833
u217,i2,3,889069782
u83,i660,4,880308256
u189,i20,5,893264466
u222,i796,4,878183684
u146,i1022,5,891458193
u267,i121,3,878970681
u126,i294,3,887855087
u181,i1060,1,878962675
u125,i80,4,892838865
u43,i120,4,884029430
u13,i780,1,882142057
u253,i259,2,891628883
u42,i44,3,881108548
u77,i518,4,884753202
u291,i686,5,874835165
u268,i21,3,875742822
u262,i28,3,879792220
u234,i81,3,892334680
u29,i245,3,882820803
u236,i57,5,890116575
u158,i729,3,880133116
u156,i661,4,888185947
u232,i52,5,888550130
u168,i866,5,884287927
u37,i288,4,880915258
u141,i245,3,884584426
u235,i230,4,889655162
u102,i70,3,888803537
u77,i172,3,884752562
u90,i506,5,891383319
u186,i566,5,879023663
u44,i660,5,878347915
u118,i774,5,875385198
u7,i661,5,891351624
u49,i1003,2,888068651
u62,i68,1,879374969
u42,i1028,4,881106072
u178,i433,4,882827834
u85,i51,2,879454782
u77,i474,5,884732407
u58,i1099,2,892243079
u56,i1047,4,892911290
u197,i688,1,891409564
u286,i99,4,878141681
u90,i258,3,891382121
u181,i1288,1,878962349
u295,i190,4,879517062
u224,i69,4,888082495
u272,i317,4,879454977
u221,i1010,3,875246662
u66,i877,1,883601089
u207,i318,5,877124871
u234,i487,3,892079237
u7,i648,5,891351653
u87,i82,5,879875774
u195,i1052,1,877835102
u44,i449,5,883613334
u306,i287,4,876504442
u194,i172,3,879521474
u94,i62,3,891722933
u167,i659,4,892738277
u108,i100,4,879879720
u230,i304,5,880484286
u181,i927,1,878962675
u54,i302,4,880928519
u90,i22,4,891384357
u181,i696,2,878962997
u286,i357,4,877531537
u14,i269,4,892242403
u311,i179,2,884365357
u92,i121,5,875640679
u21,i440,1,874951798
u244,i550,1,880602264
u181,i405,4,878962919
u65,i806,4,879216529
u37,i540,2,880916070
u44,i443,5,878348289
u244,i183,4,880606043
u1,i265,4,878542441
u270,i25,5,876954456
u299,i387,2,889502756
u94,i572,3,891723883
u286,i746,4,877533058
u239,i272,5,889181247
u216,i55,5,880245145
u254,i121,3,886472369
u62,i665,2,879376483
u178,i385,4,882826982
u194,i23,4,879522819
u268,i955,3,875745160
u188,i143,5,875072674
u276,i294,4,874786366
u158,i1098,4,880135069
u207,i845,3,881681663
u161,i48,1,891170745
u305,i654,4,886323937
u47,i324,3,879439078
u64,i736,4,889739212
u191,i751,3,891560753
u7,i378,5,891353011
u59,i92,5,888204997
u69,i268,5,882027109
u10,i461,3,877888944
u21,i129,4,874951382
u58,i9,4,884304328
u194,i152,3,879549996
u7,i200,5,891353543
u113,i126,5,875076827
u173,i328,5,877557028
u95,i233,4,879196354
u16,i194,5,877720733
u59,i323,4,888206809
u311,i654,3,884365075
u292,i589,4,881105516
u43,i203,4,883955224
u79,i50,4,891271545
u235,i70,5,889655619
u125,i190,5,892836309
u284,i322,3,885329671
u303,i161,5,879468547
u254,i378,3,886474396
u255,i1034,1,883217030
u104,i301,2,888442275
u90,i923,5,891383912
u6,i463,4,883601713
u279,i122,1,875297433
u286,i298,4,875807004
u222,i448,3,878183565
u297,i57,5,875239383
u42,i625,3,881108873
u130,i1217,4,875801778
u254,i357,3,886472466
u109,i475,1,880563641
u230,i1444,2,880485726
u244,i310,3,880601905
u6,i301,2,883600406
u36,i748,4,882157285
u256,i443,3,882164727
u102,i515,1,888801316
u104,i285,4,888465201
u21,i447,5,874951695
u111,i301,4,891680028
u18,i408,5,880129628
u25,i222,4,885852817
u110,i944,3,886989501
u270,i98,5,876955868
u68,i237,5,876974133
u83,i215,4,880307940
u6,i258,2,883268278
u89,i216,5,879459859
u128,i317,4,879968029
u305,i512,4,886323525
u184,i412,2,889912691
u286,i175,5,877532470
u279,i1428,3,888465209
u256,i86,5,882165103
u221,i48,5,875245462
u140,i332,3,879013617
u190,i977,2,891042938
u11,i227,3,891905896
u201,i203,5,884114471
u150,i181,5,878746685
u126,i245,3,887854726
u20,i208,2,879669401
u144,i742,4,888104122
u181,i930,1,878963275
u109,i566,4,880578814
u85,i1065,3,879455021
u213,i133,3,878955973
u222,i379,1,878184290
u223,i11,3,891550649
u215,i421,4,891435704
u218,i208,3,877488366
u174,i937,5,886432989
u275,i186,3,880314383
u68,i742,1,876974198
u268,i583,4,876513830
u160,i462,4,876858346
u195,i273,4,878019342
u224,i178,4,888082468
u5,i110,1,875636493
u99,i1016,5,885678724
u2,i251,5,888552084
u292,i9,4,881104148
u72,i568,4,880037203
u85,i228,3,882813248
u83,i281,5,880307072
u92,i831,2,886443708
u7,i543,3,891351772
u87,i401,2,879876813
u287,i926,4,875334340
u1,i155,2,878542201
u234,i632,2,892079538
u222,i53,5,878184113
u24,i64,5,875322758
u7,i554,3,891354639
u82,i56,3,878769410
u161,i318,3,891170824
u196,i393,4,881251863
u56,i91,4,892683275
u82,i477,3,876311344
u7,i472,2,891353357
u256,i761,4,882164644
u226,i56,4,883889102
u279,i741,5,875296891
u308,i1286,3,887738151
u16,i8,5,877722736
u180,i202,3,877128388
u203,i93,4,880434940
u145,i56,5,875271896
u288,i305,4,886372527
u84,i742,3,883450643
u44,i644,3,878347818
u17,i13,3,885272654
u313,i117,4,891015319
u148,i1,4,877019411
u197,i347,4,891409070
u21,i164,5,874951695
u279,i982,3,875298314
u239,i491,5,889181015
u185,i287,5,883526288
u297,i89,4,875239125
u303,i68,4,879467361
u186,i250,1,879023607
u73,i206,3,888625754
u104,i756,2,888465739
u94,i216,3,885870665
u239,i194,5,889178833
u197,i511,5,891409839
u280,i1,4,891700426
u1,i117,3,874965739
u224,i583,1,888103729
u303,i397,1,879543831
u60,i162,4,883327734
u198,i258,4,884204501
u239,i513,5,889178887
u6,i69,3,883601277
u233,i375,4,876374419
u85,i642,4,882995615
u110,i38,3,886988574
u184,i522,3,889908462
u99,i873,1,885678436
u13,i418,2,882398763
u201,i518,4,884112201
u13,i858,1,882397068
u214,i131,3,891544465
u296,i228,4,884197264
u222,i87,3,878182589
u279,i725,4,875314144
u217,i182,2,889070109
u85,i433,3,879828720
u239,i234,3,889178762
u13,i72,4,882141727
u194,i77,3,879527421
u208,i663,5,883108476
u109,i178,3,880572950
u230,i172,4,880484523
u59,i485,2,888204466
u313,i478,3,891014373
u70,i1133,3,884151344
u62,i182,5,879375169
u198,i234,3,884207833
u65,i125,4,879217509
u174,i660,5,886514261
u90,i12,5,891383241
u130,i1248,3,880396702
u100,i354,2,891375260
u283,i432,5,879297965
u275,i418,3,875154718
u311,i98,5,884364502
u195,i751,4,883295500
u130,i105,4,876251160
u269,i252,1,891456350
u286,i73,5,877532965
u7,i623,3,891354217
u56,i222,5,892679439
u210,i204,5,887730676
u239,i9,5,889180446
u96,i87,4,884403531
u297,i73,2,875239691
u249,i239,3,879572284
u94,i860,2,891723706
u84,i121,4,883452307
u275,i265,4,880314031
u135,i1046,3,879858003
u291,i1178,4,875086354
u125,i382,1,892836623
u70,i399,4,884068521
u311,i9,4,884963365
u301,i523,4,882076146
u152,i685,5,880149074
u244,i172,4,880605665
u275,i1091,2,875154535
u53,i281,4,879443288
u198,i118,2,884206513
u244,i790,4,880608037
u26,i125,4,891371676
u151,i13,3,879542688
u124,i496,1,890286933
u24,i191,5,875323003
u271,i65,3,885849419
u307,i634,3,879283385
u294,i1245,3,877819265
u234,i241,2,892335042
u25,i501,3,885852301
u293,i137,3,888904653
u201,i432,3,884111312
u75,i240,1,884050661
u13,i181,5,882140354
u207,i68,2,877125350
u2,i50,5,888552084
u313,i566,4,891016220
u144,i125,4,888104191
u188,i443,4,875074329
u276,i324,4,874786419
u145,i974,1,882182634
u72,i234,4,880037418
u83,i385,4,887665549
u181,i619,3,878963086
u109,i402,4,880581344
u207,i107,3,876198301
u185,i216,4,883526268
u14,i213,5,890881557
u149,i319,2,883512658
u57,i79,5,883698495
u230,i963,5,880484370
u176,i875,4,886047442
u253,i97,4,891628501
u284,i269,4,885328991
u106,i526,4,881452685
u121,i180,3,891388286
u62,i86,2,879374640
u291,i418,4,875086920
u84,i1033,4,883452711
u293,i380,2,888907527
u207,i58,3,875991047
u194,i187,4,879520813
u109,i97,3,880578711
u283,i845,4,879297442
u297,i275,5,874954260
u181,i334,1,878961749
u78,i255,4,879633745
u11,i425,4,891904300
u308,i59,4,887737647
u193,i1078,4,889126943
u297,i234,3,875239018
u87,i585,4,879877008
u250,i204,2,878091682
u8,i50,5,879362124
u186,i148,4,891719774
u312,i692,4,891699426
u91,i683,3,891438351
u5,i454,1,875721432
u291,i376,3,875086534
u175,i127,5,877107640
u145,i737,2,875272833
u7,i644,5,891351685
u276,i419,5,874792907
u83,i210,5,880307751
u102,i524,3,888803537
u153,i174,1,881371140
u62,i302,3,879371909
u49,i995,3,888065577
u268,i298,3,875742647
u207,i554,2,877822854
u313,i616,5,891015049
u286,i44,3,877532173
u279,i168,5,875296435
u276,i474,5,889174904
u62,i59,4,879373821
u254,i219,1,886475980
u83,i97,4,880308690
u63,i100,5,875747319
u16,i178,5,877719333
u297,i233,2,875239914
u90,i945,5,891383866
u85,i25,2,879452769
u42,i98,4,881106711
u303,i393,4,879484981
u274,i50,5,878944679
u104,i299,3,888442436
u94,i792,4,885873006
u184,i98,4,889908539
u293,i708,3,888907527
u248,i589,4,884534968
u18,i950,3,880130764
u217,i27,1,889070011
u200,i892,4,884127082
u201,i148,1,884140751
u296,i222,5,884196640
u7,i662,3,892133739
u196,i381,4,881251728
u69,i427,3,882145465
u72,i196,4,880036747
u256,i472,4,882152471
u128,i182,4,879967225
u151,i747,3,879524564
u7,i171,3,891351287
u286,i85,5,877533224
u172,i220,4,875537441
u308,i516,4,887736743
u190,i974,2,891625949
u82,i756,1,878768741
u308,i436,4,887739257
u59,i235,1,888203658
u64,i1063,3,889739539
u145,i756,2,885557506
u220,i298,4,881198966
u21,i324,4,874950889
u285,i269,4,890595313
u207,i65,3,878104594
u198,i658,3,884208173
u220,i333,3,881197771
u210,i70,4,887730589
u181,i14,1,878962392
